@format=row B6D2F1 BXD101 BXD102 BXD24 BXD29 BXD32 BXD39 BXD44 BXD45 BXD48a BXD53 BXD61 BXD63 BXD65b BXD66 BXD69 BXD73 BXD87 BXD90 BXD98 DBA/2J
2310061C15Rik 12.70312706 13.1040458266667 12.607293985 13.07793819 13.08854014 12.90619118 12.9939126 12.2199012 13.02508058 12.9294873233333 12.65987611 12.75964533 13.1040102216667 12.66643163 12.70463721 13.3873472 13.4926321 13.216547025 13.04549458 13.16805312 12.870354395
2410015M20Rik 10.2133938515 9.087658119 9.9340932295 9.377262231 9.536143308 9.23449593275 9.333132766 10.235981125 9.7332411665 10.1847388431667 9.88831416025 9.77574750066667 9.45255248025 9.6917603115 8.718787926 9.869604478 10.44675765 9.77856181225 9.154465718 9.4653262595 10.024100228
2410127L17Rik 10.90626933 11.0765295766667 10.88579973 10.75654601 10.70688359 10.79211225 10.85717808 10.95428307 10.95052458 10.8142883733333 10.419813595 10.70100798 10.790990215 10.77667986 11.02273116 10.70889073 10.54364968 11.08487055 10.58479223 10.84792952 10.93413427
2610029G23Rik 13.216792665 13.9001076666667 13.144269335 13.2304772 13.226480315 13.200086395 13.33732195 13.24987968 13.41752123 13.30114646 13.105902415 13.30524205 13.18837601 13.13326383 13.50812723 13.11379223 13.25582269 13.34614676 13.51403869 13.4068285 13.33096191
2610301G19Rik 12.8826293433333 13.0955112822222 12.3915794716667 12.62271693 12.6744712216667 12.4986168533333 12.58643834 12.15274102 12.74510644 12.5550701022222 12.757902585 12.3503088444444 12.4639879605556 12.3473962116667 12.26298285 12.57715207 12.6805791666667 12.4643813266667 12.9583668066667 12.7790670366667 12.4991642233333
2700029M09Rik 10.71089334 11.079222236 10.04656965 9.717166478 10.253722298 10.130140627 10.11287984 10.74324554 10.2298184 10.5190671533333 10.515292355 9.889937683 10.3191036701667 10.087349744 10.14327797 10.91776546 11.05915784 10.285423495 10.84432637 10.29749089 9.7517246425
2700060E02Rik 12.63565095 12.3535200378889 12.546849855 12.4267776066667 12.2426694896667 12.22570982 12.4719395366667 12.57387291 12.92936052 12.7123638422222 12.421402775 12.1871813166667 12.2634888042222 11.99598191 11.1348527233333 12.6976676533333 13.0580371266667 12.8170844633333 12.8134374 11.9968184 12.6806691483333
2810055F11Rik 13.3610413533333 13.36873149 13.43173912 13.1108041633333 13.200503645 13.473533655 13.4027122633333 13.38450618 13.3579133633333 13.2886697444444 13.1843477533333 13.3786101344444 13.2980381177778 13.3788690116667 13.4842397366667 13.13462076 13.2263831766667 13.3811084383333 13.3168872966667 13.2403637633333 13.34701988
2810405K02Rik 12.9250175425 13.30676222 14.30190663 13.00389625 12.7023269625 13.246521125 12.88327059 13.03639619 13.45774128 13.0584906533333 12.5713131775 13.14415815 12.9530607508333 12.9061195375 12.88699988 13.11858939 13.24332163 12.829617385 13.037581535 12.909547585 13.42870707
2810428I15Rik 13.096930545 12.6700069466667 13.24570696 12.73279787 12.88980035 12.545997 12.53049947 13.24147046 13.22791704 12.8719629733333 12.991678875 12.6524425333333 12.9612867766667 12.80598779 12.60970159 12.96154212 13.30889211 13.14339281 13.07690427 13.11518439 12.80314551
2810432D09Rik 11.676953385 11.63915737 11.65532018 11.65289013 11.631282975 11.183599945 11.40290847 11.3677364 11.62922524 10.68382746 11.32699517 11.0501760633333 11.5812357533333 11.052059125 11.57067211 11.14200868 11.86698003 11.31382806 11.85644382 11.62304592 11.054519205
2810459M11Rik 11.6998002856667 11.2234684663333 11.9524660878333 11.8104922403333 11.6828087388333 11.7709338636667 11.2573280703333 11.535801479 11.555729471 11.7657877626667 11.5389907715 11.6662486068889 11.5990356132778 11.639466288 11.3994430016667 11.854991735 11.8800032453333 11.862269552 11.4776806546667 11.5991147583333 11.8345992401667
2900010J23Rik 11.65701327 12.3041589766667 11.30048496 11.26557173 12.09499691 11.508347575 11.51145562 11.65482021 11.87367459 12.08364696 11.15592244 11.6345317333333 11.3007294 11.30770319 11.79008834 11.54110464 11.12314594 11.847839675 11.80184751 11.45969208 11.70588917
2900010M23Rik 12.94349864 12.7460330533333 12.78999502 13.42703515 12.874005385 13.193605515 13.16606498 12.97120383 13.06232046 12.8208529933333 12.855278195 12.6864124666667 13.1504296883333 12.91648106 12.92958348 12.76864036 13.11864027 12.942998275 12.7401418 13.21304899 13.02678409
2900064A13Rik 14.2649813575 13.97228393 13.9761836825 14.194887515 13.88272896 13.73500556 13.766067605 13.88438962 14.12458768 13.7759829133333 13.878049945 13.5729729383333 13.7495288125 13.6301061475 13.592825915 13.7558918 13.913536155 13.83569207 13.837428895 13.93613302 13.7338995175
3110001D03Rik 12.363790195 12.4067144766667 11.94445984 11.80894167 11.98607318 11.70495195 11.8890509 12.29258413 12.18650887 11.9787616533333 12.140009305 11.5872198933333 12.09105244 11.790869655 12.04749051 12.42407368 12.20839803 11.70298747 12.15059412 12.1212589 11.854425855
3110003A17Rik 12.85938589 12.5307993041667 12.395131165 12.756784015 12.25352184075 12.793225345 12.35847812 12.05279798 12.34370706 12.7795505366667 12.7535168225 12.0078899941667 12.3209886061667 12.0939665225 11.3351801265 13.03949122 11.8721052285 12.54560544 12.20212663 11.3517666445 12.74482578
4930506M07Rik 12.87567661 13.0309394883333 12.4727395925 12.42325051 12.5834729 12.3714917225 12.29777573 12.80796329 12.604338905 12.6173197333333 12.77008596 12.29129557 12.5226512391667 12.25780115 11.971716875 12.653921735 12.64592395 12.4514879225 12.7287322 12.664794685 12.3848096375
4930529M08Rik 14.471873385 13.4259237666667 13.7349835 14.14913982 14.51036135 14.49760061 14.23808763 14.31673879 14.31341489 13.6476144133333 14.43414592 13.16857527 13.9484587766667 13.79202197 13.72171283 14.80867164 14.64152814 13.57106087 14.58048862 14.40687632 13.216175605
4931406C07Rik 13.7308899583333 13.8533225233333 13.6710894366667 13.2716606766667 13.5903697766667 13.6601839483333 13.5948700566667 13.28294045 13.6481420333333 13.5625485566667 13.7838161133333 13.7227115922222 13.6503248738889 13.8878313 14.2915966833333 13.5987908033333 13.8124930066667 13.51322058 13.83602986 13.5685262633333 13.6622308916667
4933403F05Rik 13.92984791 14.17634437 13.686744335 13.68761271 13.965644075 13.8765851 14.05606657 13.68079281 14.33982412 13.7379895133333 13.34250218 13.9476950933333 14.1034636316667 13.97935568 14.53093581 13.85640518 13.91352447 13.725969275 14.05082997 14.34308501 13.721339585
5033411D12Rik 11.7570559916667 11.4494768282222 11.5745833561667 11.15065535 11.8067775083333 11.4064068783333 11.4153553933333 11.4728943053333 11.7668489233333 11.9565374722222 11.6079876183333 11.5110095944444 11.6507537178889 11.5792671116667 11.362900227 11.3238583466667 11.7883111866667 11.9949506983333 11.6902951933333 11.6072345433333 11.7221300583333
5730469M10Rik 14.2975046916667 14.6031259566667 14.3677974583333 14.0744697166667 14.7182666283333 14.4083233466667 14.7057623466667 14.8473178033333 15.15213868 14.6678490055556 14.10746982 14.5561512244444 14.7390449277778 14.3878053816667 14.08880039 14.35741049 14.8236779566667 14.6875556266667 15.01503692 14.6807434566667 14.6122340983333
5730494N06Rik 14.420268855 14.6832942133333 13.72571869 14.02914872 14.477111035 14.08306218 14.00509553 14.40003372 14.56515741 14.3211178766667 14.04389443 13.4678808766667 13.967788155 13.63801577 13.57562116 14.48822528 14.3216043 13.891515645 14.59343354 14.1833757 13.78333479
6530401N04Rik 13.3262049733333 12.7715191652222 12.741462585 13.5143626233333 13.0780116883333 13.1030117383333 12.9831339933333 13.4006392066667 13.0431329066667 13.1453760455556 13.407977195 12.2123033544444 12.6791332281111 12.0880861588333 11.4700843806667 12.9641777933333 13.1407302966667 13.0629472583333 13.16628448 11.7935659936667 12.9356587333333
7-Sep 14.494917355 14.6727183688889 13.8472598116667 14.4333929566667 14.3439167283333 14.0851026566667 14.18306457 14.1211645266667 14.15653247 14.2596269177778 13.467232335 13.8805142988889 13.8321279966667 14.0066998833333 13.8662693666667 14.13876108 14.40763943 14.4661718583333 14.2888494433333 14.26318333 14.209113345
8-Sep 15.064215235 15.4819247383333 14.5679027175 15.28815701 14.9131765 14.8807185725 14.90234427 14.520764 14.589157585 14.8383578883333 15.039255405 14.5766404633333 14.7273140325 14.7345895825 14.852902685 15.013339195 15.29134421 14.888162765 14.69577171 15.004135855 14.7453269675
9-Sep 14.0434762816667 13.8621944733333 13.3940721383333 13.85328173 13.693042395 13.3310407866667 13.6022043766667 13.3883207833333 13.5357935633333 13.7776367866667 13.65867841 13.0944301222222 13.3698488511111 13.3695169783333 13.3041867133333 13.8476372433333 14.0110707433333 13.9743278433333 14.0731197533333 13.6543318733333 13.3518377316667
9030617O03Rik 13.4205751283333 13.2759268944444 12.78537066 12.8657257266667 13.5618139416667 13.0232929816667 12.5888592 13.34646778 13.5463647433333 12.5182137644444 13.5914413033333 13.3954832266667 12.7001426261111 13.4819167616667 13.1923443566667 13.21031618 13.5295619166667 12.680488125 13.7280770966667 13.3896156433333 12.81393193
9430016H08Rik 14.13482781 13.9093312716667 14.1500073175 14.079401245 13.9361379125 13.9346265775 13.665695555 13.816389815 14.20314591 13.7984673416667 14.041078365 13.7634452083333 14.0133864391667 13.780625615 13.65323109 14.04553401 13.98124325 13.89498897 14.146371705 14.151743775 13.88993693
A1cf 14.3394152883333 14.0379316344444 14.5915288 14.5289017466667 14.3695621216667 14.58522393 14.33205743 14.31713894 14.45636914 14.4221168188889 14.29904972 14.4196136388889 14.3535787472222 14.4752945416667 14.42049769 14.1789896966667 14.38593975 14.4993479416667 14.3784282633333 14.3767451366667 14.42706416
A230051G13Rik 13.08591387 12.8120647833333 13.028055505 13.26023865 12.82378335 12.9577631725 12.746920845 12.985191445 12.99430668 12.8271961666667 13.33321509 12.9092442133333 13.1983355108333 13.0571264675 12.7255919 13.207485405 12.91930793 13.2160709575 12.84628069 13.21476608 12.877729815
A2m 14.75115593 14.6300505616667 14.5726610375 14.942753955 14.9356131475 14.6235440025 14.285242905 14.75974919 14.71565069 14.728165385 14.7153391575 14.60757507 14.498725185 14.5606758325 14.489200035 14.810393255 14.55654407 14.7497384475 14.72834172 14.562734845 14.717946905
A930002I21Rik 10.90798251 11.0337625633333 9.9704455375 10.24343922 10.67391607 10.34306347 10.36000106 11.70649408 10.72547436 11.09276166 10.3792474605 10.0793154676667 10.6398210353333 10.418369225 10.46900319 10.46457079 9.662540282 10.42270163 10.86318539 10.42686823 10.287729815
Aacs 13.6111825783333 13.4615834544444 13.673148735 12.4586294733333 12.9709678066667 13.36055761 13.5099593766667 12.9397025966667 13.9293642433333 13.2702105666667 12.9207952383333 13.6468801688889 13.2806917661111 13.2111641883333 12.6765644266667 13.7796835966667 12.7517571933333 13.685838505 13.9953489033333 13.45200283 13.88662344
Aadac 14.2055935783333 13.8146004377778 14.6140180216667 13.4195647366667 14.0873109283333 14.0602854333333 14.1096033933333 14.12055706 14.3860255866667 14.0848473166667 13.8153181216667 14.1441947611111 13.9849856811111 14.00102659 14.1247257733333 14.28414665 14.3925968233333 14.232210485 14.30242011 13.8212785066667 14.1205934633333
Aadat 12.657721748 12.5902625121111 12.7977242036667 12.7922687103333 12.8806909695 12.7633601978333 12.8673712013333 12.957406732 12.9896241423333 13.0035605324444 13.1537901205 13.0808066203333 12.9734536667778 12.874154609 12.6756198246667 12.9566677163333 13.297532972 13.3523944126667 13.1208816216667 13.42547433 13.2859957693333
Aars 13.991087885 13.89468692 14.02653217 14.0227522633333 14.12768648 13.7474598083333 13.9582670666667 13.67239426 13.7835495233333 13.8878872077778 14.045984585 13.7576148988889 13.8715491288889 13.711373315 13.8558635566667 13.8645272533333 13.8228304266667 13.855033295 13.80706416 13.79362226 13.8615859383333
Aarsd1 14.0221506775 14.2865648016667 14.1857491275 14.1554465 13.924614115 14.0028232775 14.014626305 14.030656195 14.002545415 14.00464735 14.1733370475 13.945809465 13.957384355 13.942873565 13.890516575 13.942081 14.147155075 14.0187647525 13.96422109 14.13471118 14.05280598
Aass 14.348447795 14.3408097022222 14.093089135 14.54310213 14.7845257483333 14.31278523 14.5368923933333 14.14923833 14.6822245333333 14.5964464444444 13.9399431366667 14.5428635855556 14.4241853061111 14.4345752383333 14.7121779633333 14.33979778 14.6734399166667 14.772662935 14.66866817 14.27465617 14.77542616
Abat 11.8779336965 11.3335036812222 11.7241960281667 11.5630227156667 11.6736944711667 11.8716704911667 11.555998527 11.9802001276667 11.6751895433333 11.9788745277778 11.5282575921667 11.754888593 11.7011987655 11.8606104025 11.6277017966667 11.7890893826667 11.89474266 11.7682066235 11.5638220503333 11.6912865653333 11.8611768191667
Abca2 14.907312525 14.6106095666667 14.39197502 14.64805426 14.66628682 14.608283125 14.45280547 14.34064711 14.73876668 14.5856427266667 14.935374445 14.6387923866667 14.5038216683333 14.56523631 14.25330168 14.89686682 14.78908296 14.825238015 14.99467664 15.10222002 14.57518816
Abca6 13.6827338983333 13.6380344755556 13.5055025266667 14.0611523433333 13.8197171583333 13.9679179766667 13.7755285666667 13.6081570766667 13.75974833 13.47899582 13.259345535 13.5509099566667 13.7880047494444 13.4542254566667 13.6199522166667 13.72258004 13.7240733466667 14.0074095283333 13.9320096 13.6846366366667 14.0091687666667
Abca9 15.011239605 14.09763204 14.83795169 15.32996465 15.294723425 15.4593555 15.08201733 15.19469122 14.87461397 14.5824475366667 14.48016183 14.8320058766667 14.89678409 14.641350615 14.63550654 15.4450668 15.31528361 15.275117195 15.32126247 15.28981029 15.115826555
Abcb10 12.5546199375 12.44095036 13.1965789075 12.640907005 12.7068789825 12.4477866625 12.83735003 12.37736296 12.673153945 12.579014375 12.38245604 12.9839166633333 12.6590784608333 13.1536378075 12.821645465 12.252588895 12.903962675 12.82525345 12.87819676 12.749573815 12.6731199475
Abcb11 14.0743715816667 13.5774887422222 13.503054965 13.7635114633333 13.8353152133333 13.6978667333333 13.5782692233333 14.25645259 14.00791391 13.9381679111111 13.69515386 13.5959506288889 13.7218415422222 13.5770544483333 13.4982414066667 13.9111254766667 14.0463174333333 13.8397681933333 13.9305990566667 13.8642058333333 13.84482996
Abcb1b 14.076739495 13.7094382966667 13.795993405 13.45289258 14.181829515 13.601744225 13.9299925 13.90094164 14.18410386 13.8486047466667 14.03927374 14.2539170266667 13.8834288933333 14.13649225 14.31557735 14.13356167 14.19250105 14.301936585 14.58879255 14.22763278 14.13841549
Abcb4 14.0972926933333 14.1422352433333 13.965115805 14.1883892866667 14.220132945 14.0414156183333 13.7886766333333 14.1027721733333 14.3622855 13.9136978822222 14.3909146366667 13.7797342744444 14.0337392222222 14.01876187 13.74809793 14.16115269 14.24865957 14.21851157 14.25505187 14.30649291 14.0065567533333
Abcb7 12.742784525 12.60316842 12.7808071483333 12.6503498266667 12.780688255 12.4756123216667 12.5030976066667 12.6434420833333 12.9010484233333 12.4814864877778 12.5057587866667 12.36152948 12.5728270044444 12.5461875933333 12.5435567033333 12.6349825933333 12.63238194 12.5212024 12.9026913733333 12.7041366 12.4026245916667
Abcb8 12.055021315 11.8046823033333 11.551220735 11.59063407 11.955497915 11.427221345 11.89952059 11.41911654 11.42349952 11.7854009 11.99823442 11.2362534566667 11.5031561 11.465623515 11.15798875 11.69166431 12.11195383 11.714574245 11.56129505 11.85243091 11.15629247
Abcc12 13.696143695 13.9909203666667 13.46344616 13.86675848 13.308952215 13.57112222 13.36257961 13.432306 13.71847425 13.9518798133333 13.47489155 13.4145154933333 13.3750432183333 13.398755465 13.48648808 13.64886224 13.69914859 13.702293985 13.29149327 13.59763138 13.692971405
Abcc2 14.6780459716667 14.27147526 14.4358670316667 14.33934144 14.64664822 14.360803955 14.26232989 14.6661482733333 14.9112462966667 14.5013704355556 14.440489895 14.6463032322222 14.4799154472222 14.47232765 14.6689784533333 14.6838855466667 14.81886551 14.62247373 15.0746362966667 14.9543962666667 14.4910893316667
Abcc3 13.6569240775 13.6817166666667 13.8868412025 13.743318615 13.7245908075 13.617769135 13.33826959 13.430196525 13.681152355 13.5662768716667 13.5873227175 13.4809407533333 13.5830741433333 13.7058755025 13.55366091 13.578668245 13.79789145 13.6565330675 13.673772095 13.671610755 13.682221405
Abcc6 13.6589871433333 13.6967626 13.8006988366667 13.62677553 13.9126667866667 12.9971068033333 13.62424819 13.5208449766667 13.7097737533333 13.6020517955556 13.703647425 13.6044515022222 13.0417302516667 13.0354873733333 13.1208256166667 13.5942355 13.0662473 13.89042218 13.9466992866667 13.3049290266667 13.1419747133333
Abcd3 14.9437210733333 14.7812438344444 15.4267460733333 14.4821497766667 15.3866094566667 14.797880205 15.3194372133333 14.8625607966667 15.03851967 14.8668461011111 14.8689624116667 15.5312773855556 15.3030682672222 15.7781952583333 15.88358388 14.69444101 15.0376189533333 14.968328985 15.3162118233333 14.4816897666667 15.0858706283333
Abce1 14.2920667066667 14.2682410277778 14.08884403 13.99984139 14.06618184 13.9763013366667 13.9786422133333 13.88555645 14.0391172933333 14.0003215122222 13.9932522983333 13.9664727044444 14.0922509916667 13.9679931333333 14.0612994033333 14.0180495966667 14.25823935 14.0018136016667 14.15407088 14.0149155433333 14.0730186516667
Abcf1 13.6061940433333 13.5939503888889 13.0485915566667 13.1633497066667 13.1654139266667 13.183094935 13.4358702566667 13.01251239 13.3373588566667 13.04024958 13.6207339016667 13.2773453088889 13.3141599644444 13.3583593983333 13.3694839933333 13.30024911 13.36662095 13.180129145 13.4657740066667 13.29961366 13.0480686566667
Abcf2 12.75659676 13.01940933 12.81196268 12.49176914 12.73033109 13.017432755 12.77777811 12.41888708 12.98624052 12.8057090933333 12.45811674 12.9493458366667 12.76903107 12.57286296 12.86652789 12.3839159 12.81610366 13.291670675 12.84882169 12.70715368 13.03915912
Abcg2 13.1596553016667 12.9738891733333 14.0000650166667 12.8173528866667 12.816493505 12.5856999183333 12.59782524 12.6446591533333 12.9950101866667 12.6761185633333 12.805337855 12.4820751155556 12.7554303244444 12.849122175 12.75203418 13.1692214433333 12.99657796 12.8323679616667 12.87963314 12.95888362 12.6253079633333
Abhd11 13.32488671 13.5408384544444 13.3709732183333 12.6627512266667 13.37895575 13.34123608 13.4124964366667 13.2828850033333 13.6371277966667 13.4064935255556 13.2529916616667 13.4700740655556 13.3132213088889 13.3440488616667 13.86385939 13.27507856 13.4861279033333 13.4228910366667 13.56441155 13.5183720033333 13.3227387633333
Abhd12 13.913952535 13.64469429 13.22337593 13.271020535 13.5221106375 13.21121019 13.335205135 13.398772165 13.431515165 13.4484417133333 13.7952161275 13.0177771566667 13.3185678833333 13.10293104 12.862963075 13.576122665 13.6999305 13.3390469825 13.519774885 13.45066988 13.2028711375
Abhd14b 15.4963752116667 14.7615412566667 15.8181814783333 15.440519 15.5123069883333 15.6443359016667 15.8029727933333 16.0355134366667 15.6982720066667 15.5807453466667 15.70562071 15.5820196077778 15.5895816888889 15.6046777683333 15.5771498066667 15.5082038466667 15.66336333 15.5601389283333 15.75574825 15.4548799866667 15.6459914733333
Abhd15 12.20556078 11.9761100366667 12.20957605 12.07427073 12.339382155 11.811488415 11.92613001 11.53544065 12.2087644 11.81604716 12.01801612 12.08089294 11.7218770333333 12.08072197 12.46942448 12.01683807 12.38793961 11.856657975 12.68032134 12.0939575 12.0129575
Abhd16a 13.877762915 14.4062801083333 14.50335076 14.39338157 14.23313079 14.31345652 14.589639165 14.513748315 14.559686395 14.4884432183333 14.970090915 14.427995115 14.6494879583333 14.4616517525 14.23873857 14.60563092 14.34134243 14.375100195 14.27257586 14.675198695 14.52799077
Abhd3 13.41913506 13.2898566833333 13.4529734 13.28108492 13.3159264725 13.1729107325 12.977650395 13.190109305 13.412066615 13.212500545 13.2931468575 13.1956177683333 13.2714125883333 13.18430613 13.360791785 13.20678202 13.088243545 13.1595331125 13.34748306 13.010128705 13.0368855975
